timestamp,symbol_hyper,hyper_price,symbol_lighter,open,high,low,close,volume,lighter_price,asset,hyper_source,hyper_symbol,lighter_symbol,signed_basis_bps,abs_basis_gap_bps,overpriced_exchange,underpriced_exchange,basis_trade_side,converged_band,diverged_band,observed,signed_basis_bps_estimated,abs_basis_gap_bps_estimated,estimated
2026-04-15 02:55:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 02:56:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 02:57:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 02:58:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 02:59:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:00:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:01:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:02:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:03:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:04:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:05:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:06:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:07:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:08:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:09:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:10:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:11:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:12:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:13:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:14:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:15:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:16:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:17:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:18:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:19:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:20:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:21:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:22:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:23:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:24:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:25:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:26:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:27:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:28:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:29:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:30:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:31:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:32:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:33:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:34:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:35:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:36:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:37:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:38:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:39:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:40:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:41:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:42:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:43:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:44:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:45:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:46:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:47:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:48:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:49:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:50:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:51:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:52:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:53:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:54:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:55:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:56:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:57:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:58:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 03:59:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:00:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:01:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:02:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:03:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:04:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:05:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:06:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:07:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:08:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:09:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:10:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:11:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:12:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:13:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:14:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:15:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:16:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:17:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:18:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:19:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:20:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:21:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:22:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:23:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:24:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:25:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:26:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:27:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:28:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:29:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:30:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:31:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:32:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:33:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:34:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:35:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:36:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:37:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:38:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:39:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:40:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:41:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:42:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:43:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:44:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:45:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:46:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:47:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:48:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:49:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:50:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:51:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:52:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:53:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:54:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:55:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:56:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:57:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:58:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 04:59:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:00:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:01:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:02:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:03:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:04:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:05:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:06:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:07:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:08:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:09:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:10:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:11:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:12:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:13:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:14:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:15:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:16:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:17:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:18:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:19:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:20:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:21:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:22:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:23:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:24:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:25:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:26:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:27:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:28:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:29:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:30:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:31:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:32:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:33:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:34:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:35:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:36:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:37:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:38:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:39:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:40:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:41:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:42:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:43:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:44:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:45:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:46:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:47:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:48:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:49:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:50:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:51:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:52:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:53:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:54:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:55:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:56:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:57:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:58:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 05:59:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:00:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:01:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:02:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:03:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:04:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:05:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:06:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:07:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:08:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:09:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:10:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:11:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:12:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:13:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:14:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:15:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:16:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:17:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:18:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:19:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:20:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:21:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:22:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:23:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:24:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:25:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:26:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:27:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:28:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:29:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:30:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:31:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:32:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:33:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:34:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:35:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:36:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:37:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:38:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:39:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:40:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:41:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:42:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:43:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:44:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:45:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:46:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:47:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:48:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:49:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:50:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:51:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:52:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:53:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:54:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:55:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
2026-04-15 06:56:00+00:00,,,,,,,,,,MSFT,cash,MSFT,MSFT,,,,,,,,False,,,False
